,salary
2498,63337
2499,67704
2500,86691
2501,83545
2502,53275
2503,73026
2504,84004
2505,73072
2506,75330
2507,55474
2508,91349
2509,67402
2510,86772
2511,58245
2512,92154
2513,60453
2514,69415
2515,79301
2516,71280
2517,107834
2518,72461
2519,85000
2520,98793
2521,84424
2522,55900
2523,77379
2524,83743
2525,70713
2526,49629
2527,106920
2528,88053
2529,60687
2530,57210
2531,70071
2532,58515
2533,77699
2534,68772
2535,97975
2536,77332
2537,68282
2538,52512
2539,69468
2540,43151
2541,42749
2542,68828
2543,56755
2544,78337
2545,66325
2546,95058
2547,102056
2548,68262
2549,66346
2550,68558
2551,75607
2552,60390
2553,119028
2554,55138
2555,62795
2556,46113
2557,60572
2558,66167
2559,63858
2560,102335
2561,73780
2562,60807
2563,59815
2564,75088
2565,81866
2566,72195
2567,59437
2568,71419
2569,64024
2570,76480
2571,93458
2572,105731
2573,97765
2574,94696
2575,58652
2576,53353
2577,66139
2578,59494
2579,106450
2580,126688
2581,103031
2582,47330
2583,70458
2584,64225
2585,65550
2586,64476
2587,46894
2588,86293
2589,61997
2590,98177
2591,68980
2592,73335
2593,80558
2594,53506
2595,51302
2596,46250
2597,72379
2598,88347
2599,53355
2600,98408
2601,80959
2602,120213
2603,90760
2604,45911
2605,64690
2606,49205
2607,69916
2608,92362
2609,64532
2610,69010
2611,102438
2612,60070
2613,67375
2614,77183
2615,59647
2616,72682
2617,50731
2618,65395
2619,100195
2620,57041
2621,52282
2622,64443
2623,88827
2624,55062
2625,92487
2626,68081
2627,86760
2628,55580
2629,67356
2630,85796
2631,70616
2632,72132
2633,73843
2634,47781
2635,65807
2636,92519
2637,105719
2638,43016
2639,89875
2640,77619
2641,77504
2642,70562
2643,41693
2644,92851
2645,46116
2646,82712
2647,83993
2648,65854
2649,50771
2650,101156
2651,71158
2652,52702
2653,72175
2654,68898
2655,64843
2656,68415
2657,68809
2658,79779
2659,62830
2660,71248
2661,85488
2662,51007
2663,85727
2664,68769
2665,63837
2666,65095
2667,76232
2668,69369
2669,68752
2670,55796
2671,64018
2672,66216
2673,68355
2674,73037
2675,82878
2676,44702
2677,117171
2678,50922
2679,52972
2680,68107
2681,65688
2682,58300
2683,63724
2684,56469
2685,66745
2686,63406
2687,65366
2688,60607
2689,87430
2690,70330
2691,65095
2692,58427
2693,53993
2694,63627
2695,44621
2696,80509
2697,82574
2698,65088
2699,82008
2700,74918
2701,67253
2702,79585
2703,108784
2704,72526
2705,68837
2706,64162
2707,61963
2708,113614
2709,47508
2710,96926
2711,88390
2712,81421
2713,54575
2714,67793
2715,59653
2716,64495
2717,50399
2718,101600
2719,44039
2720,62116
2721,42987
2722,51020
2723,53799
2724,97061
2725,48388
2726,76381
2727,63660
2728,48700
2729,60368
2730,56548
2731,79493
2732,102896
2733,48321
2734,53384
2735,64657
2736,73150
2737,62293
2738,64426
2739,77473
2740,70246
2741,95366
2742,66298
2743,144434
2744,63526
2745,70510
2746,48338
2747,53929
2748,90104
2749,63457
2750,61625
2751,66101
2752,68219
2753,70979
2754,67163
2755,89038
2756,41625
2757,122549
2758,88949
2759,49467
2760,70085
2761,67204
2762,72747
2763,61037
2764,63785
2765,88708
2766,86963
2767,51632
2768,73593
2769,46910
2770,86544
2771,69842
2772,92973
2773,81533
2774,71924
2775,56797
2776,100054
2777,80286
2778,64704
2779,61928
2780,77746
2781,85129
2782,64343
2783,65436
2784,66742
2785,70174
2786,73936
2787,61402
2788,73522
2789,63612
2790,107941
2791,59888
2792,96225
2793,69849
2794,70006
2795,63811
2796,84046
2797,84279
2798,42830
2799,77764
2800,63052
2801,60648
2802,55881
2803,66648
2804,66059
2805,62156
2806,53791
2807,83609
2808,80505
2809,66899
2810,61051
2811,63160
2812,47083
2813,101715
2814,78789
2815,67421
2816,100144
2817,74950
2818,103800
2819,50783
2820,97881
2821,56053
2822,56750
2823,49516
2824,98540
2825,106938
2826,103089
2827,68898
2828,51335
2829,69391
2830,70026
2831,69330
2832,66529
2833,49953
2834,58029
2835,73556
2836,102337
2837,65504
2838,60469
2839,63800
2840,69446
2841,79603
2842,88114
2843,101746
2844,64669
2845,106565
2846,99178
2847,61309
2848,59372
2849,92619
2850,57528
2851,83720
2852,49224
2853,67439
2854,43879
2855,74045
2856,83304
2857,111185
2858,96351
2859,85059
2860,91168
2861,52892
2862,59455
2863,72349
2864,82020
2865,48894
2866,73878
2867,84817
2868,75916
2869,62723
2870,119554
2871,55782
2872,74034
2873,56966
2874,46681
2875,91511
2876,107972
2877,63478
2878,131784
2879,53875
2880,48654
2881,80865
2882,101468
2883,79633
2884,66160
2885,84392
2886,74708
2887,78110
2888,51553
2889,66544
2890,104550
2891,79457
2892,75406
2893,47982
2894,95720
2895,90026
2896,75262
2897,60297
2898,90834
2899,61966
2900,62678
2901,49191
2902,64472
2903,52140
2904,85128
2905,92478
2906,44010
2907,47884
2908,54790
2909,69061
2910,78716
2911,65391
2912,89656
2913,86356
2914,55117
2915,103596
2916,50972
2917,102021
2918,93210
2919,98968
2920,95634
2921,81658
2922,52492
2923,106352
2924,58731
2925,69156
2926,87741
2927,62533
2928,44987
2929,79242
2930,60535
2931,93205
2932,102458
2933,51145
2934,71736
2935,66219
2936,67036
2937,56740
2938,66137
2939,67743
2940,70268
2941,92450
2942,61725
2943,52270
2944,61942
2945,45542
2946,74148
2947,91189
2948,83349
2949,64988
2950,94491
2951,79779
2952,62913
2953,52663
2954,72263
2955,77378
2956,75194
2957,64938
2958,81926
2959,62599
2960,64099
2961,46827
2962,52802
2963,48409
2964,93649
2965,94779
2966,55732
2967,56007
2968,80155
2969,91543
2970,79322
2971,72929
2972,77656
2973,67743
2974,76733
2975,91082
2976,85424
2977,89968
2978,46758
2979,52195
2980,68970
2981,44471
2982,58623
2983,69847
2984,73468
2985,68897
2986,48742
2987,72857
2988,62783
2989,41963
2990,72202
2991,75050
2992,106788
2993,89165
2994,67172
2995,82091
2996,109066
2997,56275
2998,76897
2999,73635
3000,53467
3001,69240
3002,69641
3003,60616
3004,42288
3005,65653
3006,63434
3007,67396
3008,98473
3009,58303
3010,64335
3011,90182
3012,68051
3013,88689
3014,65650
3015,68230
3016,46024
3017,67429
3018,92579
3019,53102
3020,73030
3021,57953
3022,75310
3023,82889
3024,76317
3025,45784
3026,83783
3027,87639
3028,60469
3029,49957
3030,64290
3031,82680
3032,47986
3033,85537
3034,67705
3035,46916
3036,87954
3037,83206
3038,64160
3039,91533
3040,75242
3041,92699
3042,68320
3043,74459
3044,83188
3045,77665
3046,48712
3047,117377
3048,99196
3049,75890
3050,66025
3051,65504
3052,57426
3053,81022
3054,94151
3055,59895
3056,74363
3057,105012
3058,107226
3059,64325
3060,68196
3061,55355
3062,51045
3063,76994
3064,107893
3065,84903
3066,95944
3067,54237
3068,104703
3069,54177
3070,94994
3071,68836
3072,67371
3073,65388
3074,66789
3075,68266
3076,56528
3077,46204
3078,67154
3079,68113
3080,59065
3081,93597
3082,66586
3083,94005
3084,80702
3085,79551
3086,74848
3087,75547
3088,76104
3089,78422
3090,49723
3091,67506
3092,58943
3093,69607
3094,54652
3095,92544
3096,108154
3097,71098
3098,93479
3099,52129
3100,83791
3101,49626
3102,91847
3103,77558
3104,67392
3105,45538
3106,71312
3107,65830
3108,53108
3109,48093
3110,105381
3111,94682
3112,44322
3113,67110
3114,71849
3115,70731
3116,61873
3117,75550
3118,81672
3119,94391
3120,69785
3121,76407
3122,69876
3123,73864
3124,51032
3125,107181
3126,96758
3127,79534
3128,82757
3129,81590
3130,74777
3131,53963
3132,74525
3133,53213
3134,63954
3135,66238
3136,81578
3137,44742
3138,80578
3139,72091
3140,70606
3141,69266
3142,59611
3143,53144
3144,77778
3145,88278
3146,53556
3147,51242
3148,86014
3149,68153
3150,55863
3151,72489
3152,60442
3153,71079
3154,75049
3155,69272
3156,54587
3157,46126
3158,59961
3159,50559
3160,97172
3161,76047
3162,56963
3163,68179
3164,56510
3165,74965
3166,81346
3167,63043
3168,43563
3169,60603
3170,80618
3171,53459
3172,57611
3173,65035
3174,108647
3175,60001
3176,43857
3177,89119
3178,52780
3179,92602
3180,75507
3181,70235
3182,50071
3183,76013
3184,73378
3185,56266
3186,55189
3187,73979
3188,64601
3189,69801
3190,53171
3191,103703
3192,67660
3193,48548
3194,69763
3195,90365
3196,51555
3197,64704
3198,112024
3199,63138
3200,45911
3201,89822
3202,78310
3203,64827
3204,71232
3205,69719
3206,56369
3207,79194
3208,86434
3209,70514
3210,64854
3211,72809
3212,56323
3213,95313
3214,89463
3215,54024
3216,75331
3217,97978
3218,60450
3219,51252
3220,117827
3221,54749
3222,64482
3223,78128
3224,79447
3225,80307
3226,69305
3227,52730
3228,85263
3229,50547
3230,115268
3231,82093
3232,87941
3233,57924
3234,85872
3235,54704
3236,71905
3237,60015
3238,58639
3239,89464
3240,65252
3241,105453
3242,70039
3243,86777
3244,63786
3245,55384
3246,56089
3247,65818
3248,69156
3249,84791
3250,55662
3251,57709
3252,53627
3253,59502
3254,67725
3255,69454
3256,67399
3257,61826
3258,73733
3259,89169
3260,50138
3261,76058
3262,71020
3263,57261
3264,95058
3265,71360
3266,78670
3267,72335
3268,59962
3269,75178
3270,84954
3271,58834
3272,90130
3273,77597
3274,68688
3275,61577
3276,56022
3277,57111
3278,81640
3279,54715
3280,63160
3281,59718
3282,64134
3283,76933
3284,73737
3285,67401
3286,55309
3287,57221
3288,72730
3289,96539
3290,74843
3291,84717
3292,75543
3293,61353
3294,49698
3295,51146
3296,59056
3297,97435
3298,71963
3299,49450
3300,63972
3301,77610
3302,51899
3303,58469
3304,110411
3305,71350
3306,42129
3307,84076
3308,58236
3309,59445
3310,71136
3311,111035
3312,75400
3313,54661
3314,100451
3315,91722
3316,46125
3317,77033
3318,110646
3319,50537
3320,57248
3321,72121
3322,61757
3323,93237
3324,105037
3325,107722
3326,73753
3327,68332
3328,66231
3329,99195
3330,63558
3331,70270
3332,94017
3333,62899
3334,87542
3335,77430
3336,54833
3337,69220
3338,75129
3339,65738
3340,60043
3341,82756
3342,50466
3343,51375
3344,64775
3345,51274
3346,69218
3347,85044
3348,97468
3349,77584
3350,72077
3351,48005
3352,99645
3353,72651
3354,52838
3355,47699
3356,46231
3357,60827
3358,52275
3359,51141
3360,46832
3361,73305
3362,73884
3363,46514
3364,91309
3365,60497
3366,93254
3367,79497
3368,90504
3369,73944
3370,84203
3371,58483
3372,66988
3373,67281
3374,65952
3375,50942
3376,87234
3377,106423
3378,74081
3379,64475
3380,75162
3381,65402
3382,47338
3383,60268
3384,68795
3385,61606
3386,100642
3387,101604
3388,77708
3389,74328
3390,89245
3391,54354
3392,86393
3393,62095
3394,69365
3395,72656
3396,54606
3397,50857
3398,72091
3399,55456
3400,58263
3401,86102
3402,80123
3403,76240
3404,54541
3405,51417
3406,61336
3407,65256
3408,78064
3409,99207
3410,52276
3411,53884
3412,43263
3413,54867
3414,66696
3415,80924
3416,87470
3417,72321
3418,87943
3419,58645
3420,64698
3421,86937
3422,72580
3423,78016
3424,74759
3425,64874
3426,62568
3427,56339
3428,72415
3429,61367
3430,97969
3431,118521
3432,82464
3433,70345
3434,81962
3435,84725
3436,96910
3437,52267
3438,61387
3439,70057
3440,51132
3441,64204
3442,51486
3443,71085
3444,77741
3445,47091
3446,81785
3447,55438
3448,56579
3449,60966
3450,58535
3451,61440
3452,87420
3453,47692
3454,46527
3455,66866
3456,60418
3457,69968
3458,77355
3459,96210
3460,57346
3461,51529
3462,64121
3463,64009
3464,61114
3465,104934
3466,84523
3467,94395
3468,72568
3469,59908
3470,94167
3471,94612
3472,65348
3473,68416
3474,58875
3475,41503
3476,77010
3477,48115
3478,106169
3479,78124
3480,55826
3481,63289
3482,51776
3483,63618
3484,72262
3485,47557
3486,79291
3487,50859
3488,78989
3489,41547
3490,90669
3491,71894
3492,59326
3493,73866
3494,48406
3495,77932
3496,100000
3497,55620
3498,43173
3499,61342
3500,52403
3501,69947
3502,52987
3503,68905
3504,59696
3505,47721
3506,53980
3507,78786
3508,56335
3509,72957
3510,74197
3511,85341
3512,66616
3513,74000
3514,86030
3515,87703
3516,72172
3517,76370
3518,61647
3519,78161
3520,72459
3521,51597
3522,76677
3523,79298
3524,76872
3525,70110
3526,75377
3527,80845
3528,52077
3529,51392
3530,84312
3531,96691
3532,73707
3533,96471
3534,51454
3535,50764
3536,66003
3537,61587
3538,52792
3539,62269
3540,77974
3541,77817
3542,72176
3543,68606
3544,80329
3545,76012
3546,51133
3547,82437
3548,56288
3549,56481
3550,79761
3551,70775
3552,58607
3553,71011
3554,60409
3555,61857
3556,66520
3557,94207
3558,85071
3559,46593
3560,103988
3561,66596
3562,51231
3563,63924
3564,64343
3565,70107
3566,89001
3567,59544
3568,115776
3569,66307
3570,64722
3571,85878
3572,84962
3573,46360
3574,82948
3575,75145
3576,56378
3577,46682
3578,82854
3579,99682
3580,63785
3581,68798
3582,61428
3583,70918
3584,79316
3585,79582
3586,56487
3587,70329
3588,90241
3589,45958
3590,68263
3591,88369
3592,54621
3593,93270
3594,113027
3595,48739
3596,81407
3597,81154
3598,43366
3599,49871
3600,44565
3601,57314
3602,68025
3603,52988
3604,70499
3605,59561
3606,79563
3607,77811
3608,66597
3609,83297
3610,48815
3611,84828
3612,121213
3613,97421
3614,113093
3615,47440
3616,72560
3617,51343
3618,45522
3619,89407
3620,66944
3621,58864
3622,62382
3623,79199
3624,58173
3625,61831
3626,84546
3627,92783
3628,69659
3629,63018
3630,80716
3631,53289
3632,54275
3633,144534
3634,87306
3635,82269
3636,76611
3637,90678
3638,66541
3639,69179
3640,62268
3641,69083
3642,76871
3643,79013
3644,85841
3645,66543
3646,61963
3647,62200
3648,69619
3649,95093
3650,136392
3651,54787
3652,93122
3653,54138
3654,90942
3655,111073
3656,84476
3657,99268
3658,51780
3659,74327
3660,81578
3661,80562
3662,62185
3663,131604
3664,116495
3665,81313
3666,66018
3667,82508
3668,83517
3669,46188
3670,80982
3671,60185
3672,72935
3673,58074
3674,48360
3675,74613
3676,101574
3677,72647
3678,113206
3679,82064
3680,57955
3681,130345
3682,87297
3683,94774
3684,51144
3685,76742
3686,75687
3687,60243
3688,87176
3689,88575
3690,57443
3691,69521
3692,53617
3693,86442
3694,101373
3695,47064
3696,57220
3697,64120
3698,89871
3699,65210
3700,67266
3701,69610
3702,72506
3703,66969
3704,52769
3705,52759
3706,104260
3707,62022
3708,49894
3709,45057
3710,91723
3711,100478
3712,47413
3713,63789
3714,55004
3715,87006
3716,80164
3717,65671
3718,48536
3719,76982
3720,51479
3721,87517
3722,74130
3723,87448
3724,65768
3725,45186
3726,65315
3727,68775
3728,47934
3729,86553
3730,70037
3731,73164
3732,61853
3733,83430
3734,70442
3735,117735
3736,96981
3737,87008
3738,99767
3739,61148
3740,68839
3741,127971
3742,82881
3743,81027
3744,101661
3745,53470
3746,52957
3747,65996
3748,77530
3749,70330
3750,99445
3751,77228
3752,89926
3753,64257
3754,57528
3755,50019
3756,79622
3757,109712
3758,60762
3759,87554
3760,82906
3761,68273
3762,45686
3763,58919
3764,112806
3765,68684
3766,65904
3767,95672
3768,76784
3769,86992
3770,57460
3771,64221
3772,68055
3773,70944
3774,70374
3775,73515
3776,60787
3777,98538
3778,59680
3779,74266
3780,74491
3781,50644
3782,74172
3783,69175
3784,56131
3785,66333
3786,90237
3787,82537
3788,44773
3789,70271
3790,67529
3791,71353
3792,73973
3793,110941
3794,80391
3795,57828
3796,65571
3797,68486
3798,69053
3799,62978
3800,92383
3801,66446
3802,52666
3803,79241
3804,72191
3805,71128
3806,76906
3807,57739
3808,54257
3809,45797
3810,92568
3811,73806
3812,99505
3813,91893
3814,71444
3815,50128
3816,76359
3817,56111
3818,67173
3819,73843
3820,56166
3821,61077
3822,69689
3823,55284
3824,101116
3825,55464
3826,100143
3827,70634
3828,60796
3829,106102
3830,74610
3831,65489
3832,51015
3833,72571
3834,63803
3835,73901
3836,89726
3837,95720
3838,63161
3839,54745
3840,85638
3841,75788
3842,50731
3843,66410
3844,62763
3845,83112
3846,72910
3847,51148
3848,44692
3849,69424
3850,65402
3851,55612
3852,86033
3853,93427
3854,80099
3855,51194
3856,108326
3857,72893
3858,58918
3859,85240
3860,82538
3861,69134
3862,113102
3863,59740
3864,50038
3865,58780
3866,87613
3867,75521
3868,65456
3869,53595
3870,75362
3871,85141
3872,71944
3873,127563
3874,70566
3875,79504
3876,65431
3877,46754
3878,57642
3879,49249
3880,56496
3881,52359
3882,58382
3883,46942
3884,56556
3885,57551
3886,66854
3887,53095
3888,69906
3889,57818
3890,82676
3891,115322
3892,65830
3893,47976
3894,70420
3895,87402
3896,75722
3897,116273
3898,63944
3899,43247
3900,59326
3901,56183
3902,63024
3903,99233
3904,53881
3905,84864
3906,66116
3907,75388
3908,111036
3909,111005
3910,50404
3911,92611
3912,54668
3913,68265
3914,61787
3915,68597
3916,79549
3917,70086
3918,60492
3919,65989
3920,69033
3921,66962
3922,78539
3923,72593
3924,84768
3925,56055
3926,90860
3927,48742
3928,62592
3929,76752
3930,82831
3931,82242
3932,69043
3933,45810
3934,50377
3935,80970
3936,47533
3937,53956
3938,51381
3939,68100
3940,63680
3941,99872
3942,69884
3943,66998
3944,64800
3945,63554
3946,77686
3947,49304
3948,72092
3949,100207
3950,67101
3951,47779
3952,79876
3953,82453
3954,107050
3955,78737
3956,55848
3957,62376
3958,93102
3959,113471
3960,73793
3961,123055
3962,69564
3963,54688
3964,68829
3965,74418
3966,89313
3967,87807
3968,47126
3969,79968
3970,73458
3971,86951
3972,90380
3973,56067
3974,57340
3975,57607
3976,87616
3977,75121
3978,43603
3979,54569
3980,54724
3981,55937
3982,61601
3983,57900
3984,71695
3985,70038
3986,71172
3987,47363
3988,81552
3989,64459
3990,92370
3991,67938
3992,53850
3993,75473
3994,76031
3995,68483
3996,84402
3997,93104
3998,85226
3999,69825
4000,58584
4001,65714
4002,55969
4003,44229
4004,57187
4005,69598
4006,80527
4007,75527
4008,56752
4009,61190
4010,66276
4011,87876
4012,74650
4013,52171
4014,70192
4015,81271
4016,67773
4017,69940
4018,85752
4019,49175
4020,70783
4021,57915
4022,127554
4023,46799
4024,78791
4025,61341
4026,73057
4027,80136
4028,85215
4029,63064
4030,95701
4031,88215
4032,58975
4033,106898
4034,73265
4035,94470
4036,73895
4037,61616
4038,82823
4039,79325
4040,63610
4041,88796
4042,71008
4043,64186
4044,78829
4045,93102
4046,47728
4047,81907
4048,73820
4049,71591
4050,68257
4051,57717
4052,82147
4053,59078
4054,68277
4055,55916
4056,61382
4057,69708
4058,62499
4059,114240
4060,57727
4061,74761
4062,54622
4063,68156
4064,64765
4065,76197
4066,82437
4067,80236
4068,77290
4069,57635
4070,47846
4071,62380
4072,68137
4073,71454
4074,82283
4075,61396
4076,62582
4077,137659
4078,44098
4079,120623
4080,60758
4081,83348
4082,86298
4083,85854
4084,60363
4085,57348
4086,48859
4087,62096
4088,71124
4089,48708
4090,69133
4091,56508
4092,93703
4093,48112
4094,72381
4095,89435
4096,54846
4097,102616
4098,55688
4099,59302
4100,80281
4101,89453
4102,67679
4103,120204
4104,89342
4105,98246
4106,66482
4107,85508
4108,59609
4109,59546
4110,48759
4111,55916
4112,93412
4113,80903
4114,66042
4115,71245
4116,55877
4117,81144
4118,85326
4119,56245
4120,83480
4121,67263
4122,73372
4123,78272
4124,66044
4125,76207
4126,75956
4127,58293
4128,52053
4129,57275
4130,41526
4131,103858
4132,71907
4133,73720
4134,84014
4135,109149
4136,72828
4137,66616
4138,48889
4139,73157
4140,76607
4141,67853
4142,48599
4143,88271
4144,64770
4145,61997
4146,42108
4147,60425
4148,66488
4149,102525
4150,55881
4151,101464
4152,86354
4153,89098
4154,79964
4155,69846
4156,90826
4157,74907
4158,62809
4159,77849
4160,55572
4161,91601
4162,74667
4163,72768
